"Period","TimeMin","TimeSec","MinPlayed","MinRemain","Kansas_Score","Kentucky_Score","Line","Kansas","Kentucky","Action"
"H1",18,30,1.5,38.5,2,2,-3.97723830232534,0.365734581931103,0.634265418068897,"De'Aaron Fox made Layup."
"H1",18,29,1.51666666666667,38.4833333333333,2,2,-3.97723830232534,0.365762580319891,0.634237419680109,""
"H1",18,28,1.53333333333333,38.4666666666667,2,2,-3.97723830232534,0.365790585499679,0.634209414500321,""
"H1",18,27,1.55,38.45,2,2,-3.97723830232534,0.365818597474755,0.634181402525245,""
"H1",18,26,1.56666666666667,38.4333333333333,2,2,-3.97723830232534,0.365846616249409,0.634153383750591,""
"H1",18,25,1.58333333333334,38.4166666666667,2,2,-3.97723830232534,0.365874641827935,0.634125358172065,""
"H1",18,24,1.6,38.4,2,2,-3.97723830232534,0.365902674214634,0.634097325785366,""
"H1",18,23,1.61666666666667,38.3833333333333,4,2,-3.97723830232534,0.435224811110977,0.564775188889023,"Frank Mason III made Layup."
"H1",18,22,1.63333333333333,38.3666666666667,4,2,-3.97723830232534,0.435269481109869,0.564730518890131,""
"H1",18,21,1.65,38.35,4,2,-3.97723830232534,0.435314168289918,0.564685831710082,""
"H1",18,20,1.66666666666666,38.3333333333333,4,2,-3.97723830232534,0.435358872666454,0.564641127333546,""
"H1",18,19,1.68333333333333,38.3166666666667,4,2,-3.97723830232534,0.43540359425483,0.56459640574517,""
"H1",18,18,1.7,38.3,4,2,-3.97723830232534,0.435448333070418,0.564551666929582,""
"H1",18,17,1.71666666666667,38.2833333333333,4,2,-3.97723830232534,0.435493089128613,0.564506910871387,""
"H1",18,16,1.73333333333333,38.2666666666667,4,4,-3.97723830232534,0.366127178919934,0.633872821080066,"De'Aaron Fox made Layup."
"H1",18,15,1.75,38.25,4,4,-3.97723830232534,0.366155272774439,0.633844727225561,""
"H1",18,14,1.76666666666667,38.2333333333333,4,4,-3.97723830232534,0.36618337348037,0.63381662651963,""
"H1",18,13,1.78333333333333,38.2166666666667,4,4,-3.97723830232534,0.366211481042078,0.633788518957922,""
"H1",18,12,1.8,38.2,4,4,-3.97723830232534,0.366239595463918,0.633760404536082,""
"H1",18,11,1.81666666666667,38.1833333333333,4,4,-3.97723830232534,0.366267716750252,0.633732283249748,""
"H1",18,10,1.83333333333334,38.1666666666667,4,4,-3.97723830232534,0.366295844905443,0.633704155094557,""
"H1",18,9,1.85,38.15,4,4,-3.97723830232534,0.366323979933863,0.633676020066137,""
"H1",18,8,1.86666666666667,38.1333333333333,4,4,-3.97723830232534,0.366352121839886,0.633647878160114,""
"H1",18,7,1.88333333333333,38.1166666666667,4,4,-3.97723830232534,0.366380270627891,0.633619729372109,""
"H1",18,6,1.9,38.1,4,4,-3.97723830232534,0.366408426302262,0.633591573697738,""
"H1",18,5,1.91666666666666,38.0833333333333,4,4,-3.97723830232534,0.36643658886739,0.63356341113261,""
"H1",18,4,1.93333333333333,38.0666666666667,4,4,-3.97723830232534,0.366464758327666,0.633535241672334,""
"H1",18,3,1.95,38.05,4,4,-3.97723830232534,0.366492934687491,0.633507065312509,""
"H1",18,2,1.96666666666667,38.0333333333333,4,4,-3.97723830232534,0.366521117951266,0.633478882048734,""
"H1",18,1,1.98333333333333,38.0166666666667,4,4,-3.97723830232534,0.366549308123401,0.633450691876599,""
"H1",18,0,2,38,4,4,-3.97723830232534,0.366577505208308,0.633422494791692,"Edrice Adebayo Steal."
"H1",17,59,2.01666666666667,37.9833333333333,4,4,-3.97723830232534,0.366605709210404,0.633394290789596,""
"H1",17,58,2.03333333333333,37.9666666666667,4,4,-3.97723830232534,0.366633920134114,0.633366079865886,""
"H1",17,57,2.05,37.95,4,4,-3.97723830232534,0.366662137983862,0.633337862016138,""
"H1",17,56,2.06666666666667,37.9333333333333,4,4,-3.97723830232534,0.366690362764083,0.633309637235917,"Devonte' Graham Steal."
"H1",17,55,2.08333333333334,37.9166666666667,4,4,-3.97723830232534,0.366718594479212,0.633281405520788,""
"H1",17,54,2.1,37.9,4,4,-3.97723830232534,0.366746833133692,0.633253166866308,""
"H1",17,53,2.11666666666667,37.8833333333333,4,4,-3.97723830232534,0.36677507873197,0.63322492126803,""
"H1",17,52,2.13333333333333,37.8666666666667,4,4,-3.97723830232534,0.366803331278496,0.633196668721504,""
"H1",17,51,2.15,37.85,4,4,-3.97723830232534,0.366831590777728,0.633168409222272,"Foul on Isaiah Briscoe."
"H1",17,50,2.16666666666666,37.8333333333333,4,4,-3.97723830232534,0.366859857234127,0.633140142765873,""
"H1",17,49,2.18333333333333,37.8166666666667,4,4,-3.97723830232534,0.366888130652158,0.633111869347842,""
"H1",17,48,2.2,37.8,4,4,-3.97723830232534,0.366916411036294,0.633083588963706,""
"H1",17,47,2.21666666666667,37.7833333333333,4,4,-3.97723830232534,0.366944698391009,0.633055301608991,""
"H1",17,46,2.23333333333333,37.7666666666667,4,4,-3.97723830232534,0.366972992720785,0.633027007279215,""
"H1",17,45,2.25,37.75,4,4,-3.97723830232534,0.367001294030107,0.632998705969893,""
"H1",17,44,2.26666666666667,37.7333333333333,4,4,-3.97723830232534,0.367029602323467,0.632970397676533,""
"H1",17,43,2.28333333333333,37.7166666666667,4,4,-3.97723830232534,0.36705791760536,0.63294208239464,""
"H1",17,42,2.3,37.7,4,4,-3.97723830232534,0.367086239880285,0.632913760119715,""
"H1",17,41,2.31666666666667,37.6833333333333,4,4,-3.97723830232534,0.36711456915275,0.63288543084725,""
"H1",17,40,2.33333333333334,37.6666666666667,4,4,-3.97723830232534,0.367142905427265,0.632857094572735,""
"H1",17,39,2.35,37.65,4,4,-3.97723830232534,0.367171248708343,0.632828751291657,""
"H1",17,38,2.36666666666667,37.6333333333333,4,4,-3.97723830232534,0.367199599000507,0.632800400999493,""
"H1",17,37,2.38333333333333,37.6166666666667,4,4,-3.97723830232534,0.367227956308282,0.632772043691718,""
"H1",17,36,2.4,37.6,6,4,-3.97723830232534,0.437343126309392,0.562656873690608,"Landen Lucas made Dunk."
"H1",17,35,2.41666666666666,37.5833333333333,6,4,-3.97723830232534,0.437388620745119,0.562611379254881,""
"H1",17,34,2.43333333333333,37.5666666666667,6,4,-3.97723830232534,0.437434133106053,0.562565866893947,""
"H1",17,33,2.45,37.55,6,4,-3.97723830232534,0.43747966340856,0.56252033659144,""
"H1",17,32,2.46666666666667,37.5333333333333,6,4,-3.97723830232534,0.437525211669032,0.562474788330968,""
"H1",17,31,2.48333333333333,37.5166666666667,6,4,-3.97723830232534,0.437570777903884,0.562429222096116,""
"H1",17,30,2.5,37.5,6,4,-3.97723830232534,0.437616362129552,0.562383637870448,""
"H1",17,29,2.51666666666667,37.4833333333333,6,4,-3.97723830232534,0.437661964362498,0.562338035637502,""
"H1",17,28,2.53333333333333,37.4666666666667,6,4,-3.97723830232534,0.437707584619206,0.562292415380794,""
"H1",17,27,2.55,37.45,6,4,-3.97723830232534,0.437753222916182,0.562246777083818,""
"H1",17,26,2.56666666666667,37.4333333333333,6,4,-3.97723830232534,0.437798879269957,0.562201120730043,""
"H1",17,25,2.58333333333334,37.4166666666667,6,4,-3.97723830232534,0.437844553697085,0.562155446302915,""
"H1",17,24,2.6,37.4,6,4,-3.97723830232534,0.437890246214143,0.562109753785857,""
"H1",17,23,2.61666666666667,37.3833333333333,6,4,-3.97723830232534,0.437935956837733,0.562064043162267,""
"H1",17,22,2.63333333333333,37.3666666666667,6,4,-3.97723830232534,0.437981685584477,0.562018314415523,""
"H1",17,21,2.65,37.35,6,4,-3.97723830232534,0.438027432471025,0.561972567528975,""
"H1",17,20,2.66666666666666,37.3333333333333,6,4,-3.97723830232534,0.438073197514047,0.561926802485953,""
"H1",17,19,2.68333333333333,37.3166666666667,6,4,-3.97723830232534,0.438118980730239,0.561881019269761,""
"H1",17,18,2.7,37.3,6,4,-3.97723830232534,0.438164782136319,0.561835217863681,""
"H1",17,17,2.71666666666667,37.2833333333333,6,4,-3.97723830232534,0.438210601749031,0.561789398250969,""
"H1",17,16,2.73333333333333,37.2666666666667,6,4,-3.97723830232534,0.438256439585139,0.561743560414861,""
"H1",17,15,2.75,37.25,6,5,-3.97723830232534,0.402682734704994,0.597317265295006,"Landen Lucas Defensive Rebound."
"H1",17,14,2.76666666666667,37.2333333333333,6,5,-3.97723830232534,0.40271990040916,0.59728009959084,""
"H1",17,13,2.78333333333333,37.2166666666667,6,5,-3.97723830232534,0.402757078841972,0.597242921158028,""
"H1",17,12,2.8,37.2,6,5,-3.97723830232534,0.402794270014273,0.597205729985727,""
"H1",17,11,2.81666666666667,37.1833333333333,6,5,-3.97723830232534,0.40283147393692,0.59716852606308,""
"H1",17,10,2.83333333333334,37.1666666666667,6,5,-3.97723830232534,0.402868690620784,0.597131309379216,""
"H1",17,9,2.85,37.15,6,5,-3.97723830232534,0.402905920076753,0.597094079923247,""
"H1",17,8,2.86666666666667,37.1333333333333,6,5,-3.97723830232534,0.402943162315728,0.597056837684272,""
"H1",17,7,2.88333333333333,37.1166666666667,6,5,-3.97723830232534,0.402980417348626,0.597019582651374,""
"H1",17,6,2.9,37.1,6,5,-3.97723830232534,0.403017685186379,0.596982314813621,""
"H1",17,5,2.91666666666666,37.0833333333333,6,5,-3.97723830232534,0.403054965839933,0.596945034160067,""
"H1",17,4,2.93333333333333,37.0666666666667,6,5,-3.97723830232534,0.403092259320251,0.596907740679749,""
"H1",17,3,2.95,37.05,6,5,-3.97723830232534,0.403129565638308,0.596870434361692,""
"H1",17,2,2.96666666666667,37.0333333333333,6,5,-3.97723830232534,0.403166884805096,0.596833115194904,"Wenyen Gabriel Steal."
"H1",17,1,2.98333333333333,37.0166666666667,6,5,-3.97723830232534,0.403204216831622,0.596795783168378,""
"H1",17,0,3,37,6,5,-3.97723830232534,0.403241561728908,0.596758438271092,""
"H1",16,59,3.01666666666667,36.9833333333333,6,5,-3.97723830232534,0.403278919507991,0.596721080492009,""
"H1",16,58,3.03333333333333,36.9666666666667,6,5,-3.97723830232534,0.403316290179924,0.596683709820076,""
"H1",16,57,3.05,36.95,6,5,-3.97723830232534,0.403353673755773,0.596646326244227,""
"H1",16,56,3.06666666666667,36.9333333333333,6,5,-3.97723830232534,0.403391070246621,0.596608929753379,""
"H1",16,55,3.08333333333334,36.9166666666667,6,5,-3.97723830232534,0.403428479663566,0.596571520336434,""
"H1",16,54,3.1,36.9,6,5,-3.97723830232534,0.403465902017721,0.596534097982279,""
"H1",16,53,3.11666666666667,36.8833333333333,6,5,-3.97723830232534,0.403503337320215,0.596496662679785,""
"H1",16,52,3.13333333333333,36.8666666666667,6,7,-3.97723830232534,0.334542362838293,0.665457637161707,"Malik Monk made Jumper."
"H1",16,51,3.15,36.85,6,7,-3.97723830232534,0.334562535964785,0.665437464035215,""
"H1",16,50,3.16666666666666,36.8333333333333,6,7,-3.97723830232534,0.334582710749705,0.665417289250295,""
"H1",16,49,3.18333333333333,36.8166666666667,6,7,-3.97723830232534,0.334602887191601,0.665397112808399,""
"H1",16,48,3.2,36.8,6,7,-3.97723830232534,0.334623065289016,0.665376934710984,""
"H1",16,47,3.21666666666667,36.7833333333333,6,7,-3.97723830232534,0.334643245040489,0.665356754959511,""
"H1",16,46,3.23333333333333,36.7666666666667,6,7,-3.97723830232534,0.334663426444555,0.665336573555445,""
"H1",16,45,3.25,36.75,6,7,-3.97723830232534,0.334683609499743,0.665316390500257,""
"H1",16,44,3.26666666666667,36.7333333333333,6,7,-3.97723830232534,0.33470379420458,0.66529620579542,""
"H1",16,43,3.28333333333333,36.7166666666667,6,7,-3.97723830232534,0.334723980557585,0.665276019442415,""
"H1",16,42,3.3,36.7,6,7,-3.97723830232534,0.334744168557277,0.665255831442723,""
"H1",16,41,3.31666666666667,36.6833333333333,6,7,-3.97723830232534,0.334764358202167,0.665235641797833,""
"H1",16,40,3.33333333333334,36.6666666666667,6,7,-3.97723830232534,0.334784549490762,0.665215450509238,"Devonte' Graham Offensive Rebound."
"H1",16,39,3.35,36.65,6,7,-3.97723830232534,0.334804742421567,0.665195257578433,""
"H1",16,38,3.36666666666667,36.6333333333333,6,7,-3.97723830232534,0.334824936993078,0.665175063006922,""
"H1",16,37,3.38333333333333,36.6166666666667,6,7,-3.97723830232534,0.334845133203791,0.665154866796209,""
"H1",16,36,3.4,36.6,6,7,-3.97723830232534,0.334865331052195,0.665134668947805,""
"H1",16,35,3.41666666666666,36.5833333333333,6,7,-3.97723830232534,0.334885530536775,0.665114469463225,""
"H1",16,34,3.43333333333333,36.5666666666667,6,7,-3.97723830232534,0.33490573165601,0.66509426834399,""
"H1",16,33,3.45,36.55,6,7,-3.97723830232534,0.334925934408377,0.665074065591623,""
"H1",16,32,3.46666666666667,36.5333333333333,6,7,-3.97723830232534,0.334946138792348,0.665053861207652,""
"H1",16,31,3.48333333333333,36.5166666666667,6,7,-3.97723830232534,0.334966344806387,0.665033655193613,""
"H1",16,30,3.5,36.5,8,7,-3.97723830232534,0.404367948845698,0.595632051154302,"Frank Mason III made Jumper."
"H1",16,29,3.51666666666667,36.4833333333333,8,7,-3.97723830232534,0.404405698287169,0.595594301712831,""
"H1",16,28,3.53333333333333,36.4666666666667,8,7,-3.97723830232534,0.404443460960249,0.595556539039751,""
"H1",16,27,3.55,36.45,8,7,-3.97723830232534,0.404481236876477,0.595518763123523,""
"H1",16,26,3.56666666666667,36.4333333333333,8,7,-3.97723830232534,0.404519026047405,0.595480973952595,""
"H1",16,25,3.58333333333334,36.4166666666667,8,7,-3.97723830232534,0.404556828484602,0.595443171515398,""
"H1",16,24,3.6,36.4,8,7,-3.97723830232534,0.404594644199653,0.595405355800347,""
"H1",16,23,3.61666666666667,36.3833333333333,8,7,-3.97723830232534,0.40463247320416,0.59536752679584,""
"H1",16,22,3.63333333333333,36.3666666666667,8,7,-3.97723830232534,0.404670315509739,0.595329684490261,""
"H1",16,21,3.65,36.35,8,7,-3.97723830232534,0.404708171128025,0.595291828871975,""
"H1",16,20,3.66666666666666,36.3333333333333,8,7,-3.97723830232534,0.404746040070669,0.595253959929331,""
"H1",16,19,3.68333333333333,36.3166666666667,8,7,-3.97723830232534,0.404783922349335,0.595216077650665,""
"H1",16,18,3.7,36.3,8,7,-3.97723830232534,0.404821817975708,0.595178182024292,""
"H1",16,17,3.71666666666667,36.2833333333333,8,7,-3.97723830232534,0.404859726961486,0.595140273038514,""
"H1",16,16,3.73333333333333,36.2666666666667,8,7,-3.97723830232534,0.404897649318385,0.595102350681615,""
"H1",16,15,3.75,36.25,8,7,-3.97723830232534,0.404935585058137,0.595064414941863,""
"H1",16,14,3.76666666666667,36.2333333333333,8,7,-3.97723830232534,0.404973534192491,0.595026465807509,""
"H1",16,13,3.78333333333333,36.2166666666667,8,7,-3.97723830232534,0.405011496733211,0.594988503266789,""
"H1",16,12,3.8,36.2,8,7,-3.97723830232534,0.405049472692079,0.594950527307921,""
"H1",16,11,3.81666666666667,36.1833333333333,8,7,-3.97723830232534,0.405087462080893,0.594912537919107,""
"H1",16,10,3.83333333333334,36.1666666666667,8,7,-3.97723830232534,0.405125464911468,0.594874535088532,""
"H1",16,9,3.85,36.15,8,7,-3.97723830232534,0.405163481195635,0.594836518804365,""
"H1",16,8,3.86666666666667,36.1333333333333,8,7,-3.97723830232534,0.405201510945242,0.594798489054758,"Edrice Adebayo Offensive Rebound."
"H1",16,7,3.88333333333333,36.1166666666667,8,7,-3.97723830232534,0.405239554172154,0.594760445827846,""
"H1",16,6,3.9,36.1,8,7,-3.97723830232534,0.405277610888252,0.594722389111748,""
"H1",16,5,3.91666666666666,36.0833333333333,8,7,-3.97723830232534,0.405315681105435,0.594684318894565,""
"H1",16,4,3.93333333333333,36.0666666666667,8,9,-3.97723830232534,0.335512517619798,0.664487482380202,"Edrice Adebayo made Layup."
"H1",16,3,3.95,36.05,8,9,-3.97723830232534,0.335532768634067,0.664467231365933,""
"H1",16,2,3.96666666666667,36.0333333333333,8,9,-3.97723830232534,0.335553021231873,0.664446978768127,""
"H1",16,1,3.98333333333333,36.0166666666667,8,9,-3.97723830232534,0.335573275411538,0.664426724588462,""
"H1",16,0,4,36,8,9,-3.97723830232534,0.335593531171379,0.664406468828621,""
"H1",15,59,4.01666666666667,35.9833333333333,8,9,-3.97723830232534,0.335613788509708,0.664386211490292,""
"H1",15,58,4.03333333333333,35.9666666666667,8,9,-3.97723830232534,0.335634047424833,0.664365952575167,""
"H1",15,57,4.05,35.95,8,9,-3.97723830232534,0.335654307915056,0.664345692084944,""
"H1",15,56,4.06666666666667,35.9333333333333,8,9,-3.97723830232534,0.335674569978675,0.664325430021325,""
"H1",15,55,4.08333333333334,35.9166666666667,8,9,-3.97723830232534,0.335694833613981,0.664305166386019,""
"H1",15,54,4.1,35.9,8,9,-3.97723830232534,0.335715098819262,0.664284901180738,""
"H1",15,53,4.11666666666667,35.8833333333333,8,9,-3.97723830232534,0.3357353655928,0.6642646344072,""
"H1",15,52,4.13333333333333,35.8666666666667,8,9,-3.97723830232534,0.335755633932871,0.664244366067129,""
"H1",15,51,4.15,35.85,8,9,-3.97723830232534,0.335775903837748,0.664224096162252,""
"H1",15,50,4.16666666666666,35.8333333333333,8,9,-3.97723830232534,0.335796175305697,0.664203824694303,""
"H1",15,49,4.18333333333333,35.8166666666667,8,9,-3.97723830232534,0.33581644833498,0.66418355166502,""
"H1",15,48,4.2,35.8,8,9,-3.97723830232534,0.335836722923853,0.664163277076147,""
"H1",15,47,4.21666666666667,35.7833333333333,8,9,-3.97723830232534,0.335856999070567,0.664143000929433,""
"H1",15,46,4.23333333333333,35.7666666666667,8,9,-3.97723830232534,0.335877276773369,0.664122723226631,""
"H1",15,45,4.25,35.75,8,9,-3.97723830232534,0.335897556030499,0.664102443969501,""
