"minute","second","min_remain","min_played","home","away","away_margin","mean","sd","home_winprob","away_winprob"
39,12,39.2,0.799999999999997,2,0,-2,-14.74,11.2458262479909,0.905021866285081,0.0949781337149191
39,11,39.1833333333333,0.81666666666667,2,0,-2,-14.7345833333333,11.2434352994685,0.90498755058594,0.0950124494140604
39,10,39.1666666666667,0.833333333333336,2,0,-2,-14.7291666666667,11.2410438423959,0.904953221174072,0.0950467788259279
39,9,39.15,0.850000000000001,2,0,-2,-14.72375,11.2386518764485,0.90491887804362,0.09508112195638
39,8,39.1333333333333,0.866666666666667,2,0,-2,-14.7183333333333,11.2362594013014,0.904884521188724,0.0951154788112764
39,7,39.1166666666667,0.883333333333333,2,0,-2,-14.7129166666667,11.2338664166291,0.904850150603522,0.0951498493964782
39,6,39.1,0.899999999999999,2,0,-2,-14.7075,11.231472922106,0.904815766282152,0.0951842337178481
39,5,39.0833333333333,0.916666666666664,2,0,-2,-14.7020833333333,11.2290789174061,0.904781368218749,0.0952186317812506
39,4,39.0666666666667,0.93333333333333,2,0,-2,-14.6966666666667,11.2266844022029,0.904746956407449,0.095253043592551
39,3,39.05,0.950000000000003,2,0,-2,-14.69125,11.2242893761699,0.904712530842383,0.0952874691576167
39,2,39.0333333333333,0.966666666666669,2,0,-2,-14.6858333333333,11.2218938389798,0.904678091517684,0.095321908482316
39,1,39.0166666666667,0.983333333333334,2,0,-2,-14.6804166666667,11.2194977903054,0.904643638427481,0.095356361572519
39,0,39,1,2,0,-2,-14.675,11.2171012298187,0.904609171565903,0.0953908284340974
38,59,38.9833333333333,1.01666666666667,2,0,-2,-14.6695833333333,11.2147041571917,0.904574690927076,0.095425309072924
38,58,38.9666666666667,1.03333333333333,2,0,-2,-14.6641666666667,11.212306572096,0.904540196505127,0.0954598034948734
38,57,38.95,1.05,2,0,-2,-14.65875,11.2099084742026,0.904505688294179,0.0954943117058211
38,56,38.9333333333333,1.06666666666667,2,0,-2,-14.6533333333333,11.2075098631825,0.904471166288355,0.0955288337116449
38,55,38.9166666666667,1.08333333333334,2,0,-2,-14.6479166666667,11.2051107387061,0.904436630481777,0.095563369518223
38,54,38.9,1.1,2,0,-2,-14.6425,11.2027111004435,0.904402080868564,0.0955979191314359
38,53,38.8833333333333,1.11666666666667,2,0,-2,-14.6370833333333,11.2003109480645,0.904367517442835,0.0956324825571651
38,52,38.8666666666667,1.13333333333333,2,0,-2,-14.6316666666667,11.1979102812385,0.904332940198706,0.0956670598012935
38,51,38.85,1.15,2,0,-2,-14.62625,11.1955090996345,0.904298349130294,0.0957016508697057
38,50,38.8333333333333,1.16666666666666,2,0,-2,-14.6208333333333,11.1931074029214,0.904263744231713,0.0957362557682875
38,49,38.8166666666667,1.18333333333333,2,0,-2,-14.6154166666667,11.1907051907673,0.904229125497074,0.095770874502926
38,48,38.8,1.2,2,2,0,-14.55,11.1883024628404,0.903279242594488,0.096720757405512
38,47,38.7833333333333,1.21666666666667,2,2,0,-14.54375,11.1858992188082,0.903231392832078,0.0967686071679218
38,46,38.7666666666667,1.23333333333333,2,2,0,-14.5375,11.183495458338,0.903183515399658,0.0968164846003422
38,45,38.75,1.25,2,2,0,-14.53125,11.1810911810968,0.903135610276801,0.0968643897231993
38,44,38.7333333333333,1.26666666666667,2,2,0,-14.525,11.1786863867511,0.90308767744306,0.0969123225569397
38,43,38.7166666666667,1.28333333333333,2,2,0,-14.51875,11.1762810749671,0.903039716877969,0.0969602831220311
38,42,38.7,1.3,2,2,0,-14.5125,11.1738752454106,0.902991728561038,0.0970082714389617
38,41,38.6833333333333,1.31666666666667,2,2,0,-14.50625,11.1714688977472,0.902943712471759,0.0970562875282408
38,40,38.6666666666667,1.33333333333334,2,2,0,-14.5,11.169062031642,0.902895668589602,0.0971043314103983
38,39,38.65,1.35,2,2,0,-14.49375,11.1666546467597,0.902847596894015,0.0971524031059852
38,38,38.6333333333333,1.36666666666667,2,2,0,-14.4875,11.1642467427647,0.902799497364427,0.0972005026355731
38,37,38.6166666666667,1.38333333333333,2,2,0,-14.48125,11.1618383193212,0.902751369980245,0.0972486300197551
38,36,38.6,1.4,2,2,0,-14.475,11.1594293760927,0.902703214720855,0.0972967852791449
38,35,38.5833333333333,1.41666666666666,2,2,0,-14.46875,11.1570199127425,0.902655031565623,0.0973449684343769
38,34,38.5666666666667,1.43333333333333,2,2,0,-14.4625,11.1546099289337,0.902606820493893,0.0973931795061072
38,33,38.55,1.45,2,2,0,-14.45625,11.1521994243288,0.902558581484987,0.0974414185150125
38,32,38.5333333333333,1.46666666666667,2,2,0,-14.45,11.1497883985901,0.902510314518209,0.0974896854817909
38,31,38.5166666666667,1.48333333333333,2,2,0,-14.44375,11.1473768513793,0.902462019572839,0.0975379804271614
38,30,38.5,1.5,2,2,0,-14.4375,11.144964782358,0.902413696628136,0.0975863033718641
38,29,38.4833333333333,1.51666666666667,2,2,0,-14.43125,11.1425521911873,0.902365345663339,0.0976346543366605
38,28,38.4666666666667,1.53333333333333,2,2,0,-14.425,11.140139077528,0.902316966657667,0.0976830333423332
38,27,38.45,1.55,2,2,0,-14.41875,11.1377254410405,0.902268559590314,0.0977314404096861
38,26,38.4333333333333,1.56666666666667,2,2,0,-14.4125,11.1353112813847,0.902220124440456,0.0977798755595443
38,25,38.4166666666667,1.58333333333334,2,2,0,-14.40625,11.1328965982204,0.902171661187246,0.0978283388127542
38,24,38.4,1.6,2,2,0,-14.4,11.1304813912068,0.902123169809816,0.0978768301901836
38,23,38.3833333333333,1.61666666666667,2,2,0,-14.39375,11.1280656600028,0.902074650287278,0.0979253497127216
38,22,38.3666666666667,1.63333333333333,2,2,0,-14.3875,11.125649404267,0.902026102598721,0.0979738974012787
38,21,38.35,1.65,2,2,0,-14.38125,11.1232326236576,0.901977526723213,0.0980224732767871
38,20,38.3333333333333,1.66666666666666,2,2,0,-14.375,11.1208153178323,0.9019289226398,0.0980710773601999
38,19,38.3166666666667,1.68333333333333,2,2,0,-14.36875,11.1183974864486,0.901880290327508,0.0981197096724923
38,18,38.3,1.7,2,2,0,-14.3625,11.1159791291636,0.90183162976534,0.0981683702346604
38,17,38.2833333333333,1.71666666666667,2,2,0,-14.35625,11.1135602456339,0.901782940932278,0.0982170590677224
38,16,38.2666666666667,1.73333333333333,2,2,0,-14.35,11.1111408355158,0.901734223807282,0.0982657761927177
38,15,38.25,1.75,2,2,0,-14.34375,11.1087208984653,0.901685478369292,0.0983145216307075
38,14,38.2333333333333,1.76666666666667,2,2,0,-14.3375,11.106300434138,0.901636704597225,0.0983632954027746
38,13,38.2166666666667,1.78333333333333,2,2,0,-14.33125,11.103879442189,0.901587902469977,0.0984120975300233
38,12,38.2,1.8,2,2,0,-14.325,11.1014579222731,0.90153907196642,0.0984609280335802
38,11,38.1833333333333,1.81666666666667,2,2,0,-14.31875,11.0990358740448,0.901490213065407,0.0985097869345928
38,10,38.1666666666667,1.83333333333334,2,4,2,-14.2208333333333,11.0966132971581,0.899999228045809,0.100000771954191
38,9,38.15,1.85,2,4,2,-14.21375,11.0941901912668,0.899936285347545,0.100063714652455
38,8,38.1333333333333,1.86666666666667,2,4,2,-14.2066666666667,11.091766556024,0.899873296945069,0.100126703054931
38,7,38.1166666666667,1.88333333333333,2,4,2,-14.1995833333333,11.0893423910828,0.899810262797068,0.100189737202932
38,6,38.1,1.9,2,4,2,-14.1925,11.0869176960957,0.899747182862181,0.100252817137819
38,5,38.0833333333333,1.91666666666666,2,4,2,-14.1854166666667,11.0844924707148,0.899684057098997,0.100315942901003
38,4,38.0666666666667,1.93333333333333,2,4,2,-14.1783333333333,11.0820667145919,0.899620885466053,0.100379114533947
38,3,38.05,1.95,2,4,2,-14.17125,11.0796404273785,0.899557667921839,0.100442332078161
38,2,38.0333333333333,1.96666666666667,2,4,2,-14.1641666666667,11.0772136087255,0.899494404424793,0.100505595575207
38,1,38.0166666666667,1.98333333333333,2,4,2,-14.1570833333333,11.0747862582836,0.899431094933305,0.100568905066695
38,0,38,2,2,4,2,-14.15,11.072358375703,0.899367739405712,0.100632260594288
37,59,37.9833333333333,2.01666666666667,2,4,2,-14.1429166666667,11.0699299606336,0.899304337800303,0.100695662199697
37,58,37.9666666666667,2.03333333333333,2,4,2,-14.1358333333333,11.0675010127249,0.899240890075316,0.100759109924684
37,57,37.95,2.05,2,4,2,-14.12875,11.065071531626,0.899177396188939,0.100822603811061
37,56,37.9333333333333,2.06666666666667,2,4,2,-14.1216666666667,11.0626415169856,0.899113856099308,0.100886143900692
37,55,37.9166666666667,2.08333333333334,2,4,2,-14.1145833333333,11.060210968452,0.899050269764512,0.100949730235488
37,54,37.9,2.1,2,4,2,-14.1075,11.0577798856733,0.898986637142584,0.101013362857416
37,53,37.8833333333333,2.11666666666667,2,4,2,-14.1004166666667,11.0553482682968,0.898922958191511,0.101077041808489
37,52,37.8666666666667,2.13333333333333,2,4,2,-14.0933333333333,11.0529161159699,0.898859232869228,0.101140767130772
37,51,37.85,2.15,2,4,2,-14.08625,11.0504834283392,0.898795461133617,0.101204538866383
37,50,37.8333333333333,2.16666666666666,2,4,2,-14.0791666666667,11.0480502050513,0.898731642942512,0.101268357057488
37,49,37.8166666666667,2.18333333333333,2,4,2,-14.0720833333333,11.045616445752,0.898667778253693,0.101332221746307
37,48,37.8,2.2,2,4,2,-14.065,11.043182150087,0.898603867024892,0.101396132975108
37,47,37.7833333333333,2.21666666666667,2,4,2,-14.0579166666667,11.0407473177015,0.898539909213788,0.101460090786212
37,46,37.7666666666667,2.23333333333333,2,4,2,-14.0508333333333,11.0383119482404,0.898475904778008,0.101524095221992
37,45,37.75,2.25,2,4,2,-14.04375,11.0358760413481,0.89841185367513,0.10158814632487
37,44,37.7333333333333,2.26666666666667,2,4,2,-14.0366666666667,11.0334395966685,0.898347755862678,0.101652244137322
37,43,37.7166666666667,2.28333333333333,4,4,0,-14.14375,11.0310026138455,0.900110547919418,0.0998894520805816
37,42,37.7,2.3,4,4,0,-14.1375,11.0285650925222,0.900060856194036,0.0999391438059639
37,41,37.6833333333333,2.31666666666667,4,4,0,-14.13125,11.0261270323416,0.900011135426499,0.0999888645735008
37,40,37.6666666666667,2.33333333333334,4,4,0,-14.125,11.023688432946,0.899961385594971,0.100038614405029
37,39,37.65,2.35,4,4,0,-14.11875,11.0212492939775,0.89991160667759,0.10008839332241
37,38,37.6333333333333,2.36666666666667,4,4,0,-14.1125,11.0188096150779,0.899861798652475,0.100138201347525
37,37,37.6166666666667,2.38333333333333,4,4,0,-14.10625,11.0163693958884,0.89981196149772,0.10018803850228
37,36,37.6,2.4,4,4,0,-14.1,11.0139286360499,0.899762095191395,0.100237904808605
37,35,37.5833333333333,2.41666666666666,4,6,2,-13.9729166666667,11.0114873352029,0.897768766585851,0.102231233414149
37,34,37.5666666666667,2.43333333333333,4,6,2,-13.9658333333333,11.0090454929874,0.89770419933016,0.10229580066984
37,33,37.55,2.45,4,6,2,-13.95875,11.0066031090432,0.897639584894251,0.102360415105749
37,32,37.5333333333333,2.46666666666667,4,6,2,-13.9516666666667,11.0041601830096,0.897574923235024,0.102425076764976
37,31,37.5166666666667,2.48333333333333,4,6,2,-13.9445833333333,11.0017167145254,0.897510214309328,0.102489785690672
37,30,37.5,2.5,4,6,2,-13.9375,10.9992727032291,0.897445458073958,0.102554541926042
37,29,37.4833333333333,2.51666666666667,4,6,2,-13.9304166666667,10.9968281487588,0.897380654485658,0.102619345514342
37,28,37.4666666666667,2.53333333333333,4,6,2,-13.9233333333333,10.9943830507522,0.897315803501117,0.102684196498883
37,27,37.45,2.55,4,6,2,-13.91625,10.9919374088465,0.897250905076972,0.102749094923028
37,26,37.4333333333333,2.56666666666667,4,6,2,-13.9091666666667,10.9894912226788,0.897185959169809,0.102814040830191
37,25,37.4166666666667,2.58333333333334,4,6,2,-13.9020833333333,10.9870444918853,0.897120965736158,0.102879034263842
37,24,37.4,2.6,4,6,2,-13.895,10.9845972161022,0.897055924732496,0.102944075267504
37,23,37.3833333333333,2.61666666666667,4,6,2,-13.8879166666667,10.9821493949651,0.896990836115249,0.103009163884751
37,22,37.3666666666667,2.63333333333333,4,6,2,-13.8808333333333,10.9797010281094,0.896925699840787,0.103074300159213
37,21,37.35,2.65,6,6,0,-14.00625,10.9772521151698,0.899010587426537,0.100989412573463
37,20,37.3333333333333,2.66666666666666,6,6,0,-14,10.9748026557808,0.898960251694051,0.101039748305949
37,19,37.3166666666667,2.68333333333333,6,6,0,-13.99375,10.9723526495764,0.898909886433682,0.101090113566318
37,18,37.3,2.7,6,6,0,-13.9875,10.9699020961903,0.898859491623085,0.101140508376915
37,17,37.2833333333333,2.71666666666667,6,6,0,-13.98125,10.9674509952556,0.898809067239889,0.101190932760111
37,16,37.2666666666667,2.73333333333333,6,6,0,-13.975,10.9649993464052,0.898758613261703,0.101241386738297
37,15,37.25,2.75,6,6,0,-13.96875,10.9625471492715,0.898708129666109,0.101291870333891
37,14,37.2333333333333,2.76666666666667,6,6,0,-13.9625,10.9600944034864,0.89865761643067,0.10134238356933
37,13,37.2166666666667,2.78333333333333,6,6,0,-13.95625,10.9576411086815,0.89860707353292,0.10139292646708
37,12,37.2,2.8,6,6,0,-13.95,10.955187264488,0.898556500950372,0.101443499049628
37,11,37.1833333333333,2.81666666666667,6,6,0,-13.94375,10.9527328705366,0.898505898660517,0.101494101339483
37,10,37.1666666666667,2.83333333333334,6,6,0,-13.9375,10.9502779264577,0.898455266640818,0.101544733359182
37,9,37.15,2.85,6,6,0,-13.93125,10.9478224318811,0.898404604868719,0.101595395131281
37,8,37.1333333333333,2.86666666666667,6,6,0,-13.925,10.9453663864365,0.898353913321636,0.101646086678364
37,7,37.1166666666667,2.88333333333333,6,6,0,-13.91875,10.9429097897528,0.898303191976963,0.101696808023037
37,6,37.1,2.9,6,6,0,-13.9125,10.9404526414587,0.898252440812072,0.101747559187928
37,5,37.0833333333333,2.91666666666666,6,6,0,-13.90625,10.9379949411825,0.898201659804307,0.101798340195693
37,4,37.0666666666667,2.93333333333333,6,6,0,-13.9,10.935536688552,0.898150848930991,0.101849151069009
37,3,37.05,2.95,6,6,0,-13.89375,10.9330778831946,0.898100008169423,0.101899991830577
37,2,37.0333333333333,2.96666666666667,6,6,0,-13.8875,10.9306185247374,0.898049137496877,0.101950862503123
37,1,37.0166666666667,2.98333333333333,6,6,0,-13.88125,10.9281586128069,0.897998236890602,0.102001763109398
37,0,37,3,6,6,0,-13.875,10.9256981470293,0.897947306327825,0.102052693672175
36,59,36.9833333333333,3.01666666666667,6,6,0,-13.86875,10.9232371270303,0.897896345785748,0.102103654214252
36,58,36.9666666666667,3.03333333333333,6,6,0,-13.8625,10.9207755524352,0.897845355241548,0.102154644758452
36,57,36.95,3.05,6,6,0,-13.85625,10.9183134228689,0.89779433467238,0.10220566532762
36,56,36.9333333333333,3.06666666666667,6,6,0,-13.85,10.9158507379559,0.897743284055372,0.102256715944628
36,55,36.9166666666667,3.08333333333334,6,6,0,-13.84375,10.9133874973203,0.89769220336763,0.10230779663237
36,54,36.9,3.1,6,6,0,-13.8375,10.9109237005856,0.897641092586234,0.102358907413766
36,53,36.8833333333333,3.11666666666667,6,6,0,-13.83125,10.908459347375,0.897589951688242,0.102410048311758
36,52,36.8666666666667,3.13333333333333,6,8,2,-13.6683333333333,10.9059944373114,0.894949232395545,0.105050767604455
36,51,36.85,3.15,6,8,2,-13.66125,10.903528970017,0.894882596812322,0.105117403187678
36,50,36.8333333333333,3.16666666666666,6,8,2,-13.6541666666667,10.9010629451138,0.894815912147055,0.105184087852945
36,49,36.8166666666667,3.18333333333333,6,8,2,-13.6470833333333,10.8985963622233,0.894749178354305,0.105250821645695
36,48,36.8,3.2,6,8,2,-13.64,10.8961292209665,0.894682395388574,0.105317604611426
36,47,36.7833333333333,3.21666666666667,6,8,2,-13.6329166666667,10.8936615209641,0.894615563204309,0.105384436795691
36,46,36.7666666666667,3.23333333333333,6,8,2,-13.6258333333333,10.8911932618362,0.894548681755901,0.105451318244099
36,45,36.75,3.25,6,8,2,-13.61875,10.8887244432027,0.894481750997683,0.105518249002317
36,44,36.7333333333333,3.26666666666667,6,8,2,-13.6116666666667,10.8862550646829,0.894414770883932,0.105585229116068
36,43,36.7166666666667,3.28333333333333,6,8,2,-13.6045833333333,10.8837851258956,0.894347741368866,0.105652258631134
36,42,36.7,3.3,6,8,2,-13.5975,10.8813146264594,0.894280662406649,0.105719337593351
36,41,36.6833333333333,3.31666666666667,6,8,2,-13.5904166666667,10.8788435659924,0.894213533951386,0.105786466048614
36,40,36.6666666666667,3.33333333333334,6,8,2,-13.5833333333333,10.876371944112,0.894146355957126,0.105853644042874
36,39,36.65,3.35,6,8,2,-13.57625,10.8738997604355,0.894079128377859,0.105920871622141
36,38,36.6333333333333,3.36666666666667,6,8,2,-13.5691666666667,10.8714270145797,0.894011851167518,0.105988148832482
36,37,36.6166666666667,3.38333333333333,6,8,2,-13.5620833333333,10.8689537061608,0.893944524279979,0.106055475720021
36,36,36.6,3.4,6,8,2,-13.555,10.8664798347947,0.893877147669062,0.106122852330938
36,35,36.5833333333333,3.41666666666666,6,8,2,-13.5479166666667,10.8640054000968,0.893809721288525,0.106190278711475
36,34,36.5666666666667,3.43333333333333,6,8,2,-13.5408333333333,10.8615304016822,0.893742245092073,0.106257754907927
36,33,36.55,3.45,6,8,2,-13.53375,10.8590548391653,0.89367471903335,0.10632528096665
36,32,36.5333333333333,3.46666666666667,6,8,2,-13.5266666666667,10.8565787121604,0.893607143065943,0.106392856934057
36,31,36.5166666666667,3.48333333333333,6,8,2,-13.5195833333333,10.8541020202809,0.893539517143381,0.106460482856619
36,30,36.5,3.5,6,8,2,-13.5125,10.8516247631403,0.893471841219134,0.106528158780866
36,29,36.4833333333333,3.51666666666667,6,8,2,-13.5054166666667,10.8491469403513,0.893404115246614,0.106595884753386
36,28,36.4666666666667,3.53333333333333,9,8,-1,-13.7633333333333,10.8466685515262,0.897761561618825,0.102238438381175
36,27,36.45,3.55,9,8,-1,-13.7575,10.8441895962769,0.897717349008804,0.102282650991196
36,26,36.4333333333333,3.56666666666667,9,8,-1,-13.7516666666667,10.8417100742149,0.897673114100919,0.102326885899081
36,25,36.4166666666667,3.58333333333334,9,8,-1,-13.7458333333333,10.8392299849513,0.897628856881019,0.102371143118981
36,24,36.4,3.6,9,8,-1,-13.74,10.8367493280965,0.897584577334938,0.102415422665062
36,23,36.3833333333333,3.61666666666667,9,8,-1,-13.7341666666667,10.8342681032608,0.897540275448498,0.102459724551502
36,22,36.3666666666667,3.63333333333333,9,8,-1,-13.7283333333333,10.8317863100537,0.897495951207511,0.102504048792489
36,21,36.35,3.65,9,8,-1,-13.7225,10.8293039480846,0.897451604597776,0.102548395402224
36,20,36.3333333333333,3.66666666666666,9,8,-1,-13.7166666666667,10.8268210169622,0.89740723560508,0.10259276439492
36,19,36.3166666666667,3.68333333333333,9,8,-1,-13.7108333333333,10.8243375162948,0.897362844215198,0.102637155784802
36,18,36.3,3.7,9,8,-1,-13.705,10.8218534456903,0.897318430413895,0.102681569586105
36,17,36.2833333333333,3.71666666666667,9,8,-1,-13.6991666666667,10.8193688047563,0.897273994186921,0.102726005813079
36,16,36.2666666666667,3.73333333333333,9,8,-1,-13.6933333333333,10.8168835930996,0.897229535520016,0.102770464479984
36,15,36.25,3.75,9,8,-1,-13.6875,10.8143978103268,0.897185054398908,0.102814945601092
36,14,36.2333333333333,3.76666666666667,9,8,-1,-13.6816666666667,10.8119114560439,0.897140550809312,0.102859449190688
36,13,36.2166666666667,3.78333333333333,9,8,-1,-13.6758333333333,10.8094245298567,0.897096024736932,0.102903975263068
36,12,36.2,3.8,9,8,-1,-13.67,10.8069370313702,0.897051476167459,0.102948523832541
36,11,36.1833333333333,3.81666666666667,9,8,-1,-13.6641666666667,10.8044489601892,0.897006905086573,0.102993094913427
36,10,36.1666666666667,3.83333333333334,9,8,-1,-13.6583333333333,10.801960315918,0.896962311479942,0.103037688520058
36,9,36.15,3.85,9,8,-1,-13.6525,10.7994710981603,0.896917695333221,0.103082304666779
36,8,36.1333333333333,3.86666666666667,9,8,-1,-13.6466666666667,10.7969813065196,0.896873056632054,0.103126943367946
36,7,36.1166666666667,3.88333333333333,9,8,-1,-13.6408333333333,10.7944909405987,0.896828395362072,0.103171604637928
36,6,36.1,3.9,9,8,-1,-13.635,10.792,0.896783711508895,0.103216288491105
36,5,36.0833333333333,3.91666666666666,9,8,-1,-13.6291666666667,10.7895084843256,0.896739005058129,0.103260994941871
36,4,36.0666666666667,3.93333333333333,9,8,-1,-13.6233333333333,10.7870163931769,0.89669427599537,0.10330572400463
36,3,36.05,3.95,9,8,-1,-13.6175,10.784523726155,0.8966495243062,0.1033504756938
36,2,36.0333333333333,3.96666666666667,9,8,-1,-13.6116666666667,10.7820304828605,0.896604749976192,0.103395250023808
36,1,36.0166666666667,3.98333333333333,9,8,-1,-13.6058333333333,10.7795366628936,0.896559952990903,0.103440047009097
36,0,36,4,9,8,-1,-13.6,10.7770422658538,0.896515133335881,0.103484866664119
35,59,35.9833333333333,4.01666666666667,9,8,-1,-13.5941666666667,10.7745472913405,0.896470290996659,0.103529709003341
35,58,35.9666666666667,4.03333333333333,9,8,-1,-13.5883333333333,10.7720517389524,0.89642542595876,0.10357457404124
35,57,35.95,4.05,9,8,-1,-13.5825,10.7695556082877,0.896380538207694,0.103619461792306
35,56,35.9333333333333,4.06666666666667,9,8,-1,-13.5766666666667,10.7670588989442,0.896335627728958,0.103664372271042
35,55,35.9166666666667,4.08333333333334,11,8,-3,-13.775,10.7645616105193,0.899667975571133,0.100332024428867
35,54,35.9,4.1,11,8,-3,-13.77,10.76206374261,0.899638490053297,0.100361509946703
35,53,35.8833333333333,4.11666666666667,11,8,-3,-13.765,10.7595652948125,0.899608996652649,0.100391003347351
35,52,35.8666666666667,4.13333333333333,11,8,-3,-13.76,10.7570662667229,0.89957949537026,0.10042050462974
35,51,35.85,4.15,11,8,-3,-13.755,10.7545666579365,0.899549986207207,0.100450013792793
35,50,35.8333333333333,4.16666666666666,11,8,-3,-13.75,10.7520664680485,0.89952046916458,0.10047953083542
35,49,35.8166666666667,4.18333333333333,11,8,-3,-13.745,10.7495656966534,0.899490944243475,0.100509055756525
